Battery,Cycle,Voltage,Current,Temperature,Capacity,SOH,RUL,SOC
B0029,10,3.4052467951556413,-3.9514812160488924,52.7506031720156,1.7760714604539518,104.62820553158387,30,104.62820553158387
B0029,11,3.3969592538295337,-3.974136073511708,52.76187024768883,1.7852807447597443,105.1707236186089,29,105.1707236186089
B0029,12,3.3978270130572263,-3.94933484428352,52.810328108304326,1.7698116401111978,104.25944009393359,28,104.25944009393359
B0029,13,3.3976547229925322,-3.948773942479504,52.803620504971605,1.7565231680521758,103.47661743350038,27,103.47661743350038
B0029,14,3.400358560849027,-3.9481894541359304,52.774286568476356,1.7543413277348154,103.34808542212312,26,103.34808542212312
B0029,15,3.3951054015762527,-3.946655613412357,52.80429201579515,1.7392875506998715,102.46126880876672,25,102.46126880876672
B0029,16,3.3952154633066987,-3.97371791832226,52.721179096315566,1.7797845109331345,104.84694099202856,24,104.84694099202856
B0029,17,3.400939370892573,-3.924297634283963,52.76566676387698,1.7657088508465202,104.01774515766806,23,104.01774515766806
B0029,18,3.3990966930758852,-3.922569043688066,52.80160858510679,1.7523941408724169,103.23337682408318,22,103.23337682408318
B0029,19,3.4005060708668395,-3.9219324486852223,52.76338281760698,1.7380191225603105,102.38654582433561,21,102.38654582433561
B0029,20,3.397536794846482,-3.920549166756126,52.793663259837146,1.7312214443143976,101.98609522733702,20,101.98609522733702
B0029,21,3.391570729569499,-3.9453058787745463,52.75741582344694,1.7379128985265808,102.38028817632936,19,102.38028817632936
B0029,22,3.4006008999743154,-3.895864092268878,52.866554147425745,1.7224270683625882,101.46801935308545,18,101.46801935308545
B0029,23,3.3937647508109445,-3.9179079273158917,52.88238533970063,1.7184213765608034,101.23204441938194,17,101.23204441938194
B0029,24,3.3990916405291434,-3.89292863950299,52.89174684629843,1.7010220930648232,100.20705423725582,16,100.20705423725582
B0029,25,3.396460061958035,-3.891007378210508,52.86276331800625,1.693698739563104,99.77563615953812,15,99.77563615953812
B0029,26,3.3953349055125526,-3.8931180785218142,52.85514927949408,1.713072721286705,100.9169556316859,14,100.9169556316859
B0029,27,3.397203474478597,-3.8906661202538677,52.84555100149494,1.6976972688567131,100.01118915054718,13,100.01118915054718
B0029,28,3.389787970407681,-3.8880091290817527,52.82153486606997,1.6899314034061208,99.55370273483308,12,99.55370273483308
B0029,29,3.3967598380460484,-3.8880141667450476,52.81580315824478,1.685023551367069,99.26458162495992,11,99.26458162495992
B0029,30,3.3957223246260377,-3.886820317431477,52.80521928839473,1.678389965463405,98.8737976926723,10,98.8737976926723
B0029,31,3.3892258428534876,-3.88571106427998,52.80312343851032,1.6737947494868326,98.60309394433555,9,98.60309394433555
B0029,32,3.3940321153796114,-3.85843433412322,52.85759471288148,1.6687898927884715,98.30825829895088,8,98.30825829895088
B0029,33,3.3906922693966584,-3.8565643666104146,52.85638451770691,1.6492566306631427,97.15755563306328,7,97.15755563306328
B0029,34,3.3912179554575785,-3.85547414018331,52.882092513244274,1.6409676757039668,96.6692540627599,6,96.6692540627599
B0029,35,3.3923453388185667,-3.8555734475773074,52.87120880021078,1.6456360229757092,96.94426596893389,5,96.94426596893389
B0029,36,3.3840832974347714,-3.854823111014098,52.8949932373189,1.654547743574037,97.46925460546295,4,97.46925460546295
B0029,37,3.3935243600466607,-3.8279463752523526,52.90577737967025,1.6461201520877546,96.97278597016513,3,96.97278597016513
B0029,38,3.388551594762018,-3.851886221713202,52.85049305569667,1.6275119188151763,95.87657666847107,2,95.87657666847107
B0029,39,3.3876827466759964,-3.8509488961783584,52.93318563948955,1.6200530533464497,95.43717559330548,1,95.43717559330548
B0029,40,3.3850191492367943,-3.849366331322892,52.91920185424772,1.612079811711934,94.96747266576908,0,94.96747266576908
B0033,1,3.3726641134399764,-0.4032887109837347,29.26541655615828,0.06842572240601812,100.0,196,100.0
B0033,2,3.717995304466161,-0.8109495942196226,32.82332257180906,0.6895699007862814,1007.7641514613122,195,1007.7641514613122
B0033,3,3.524738825009034,-1.3467063374074053,35.79329539654299,1.1610848192311252,1696.8543091757062,194,1696.8543091757062
B0033,4,3.489168398195939,-1.4664895935962654,36.38266836733648,1.2529393053824995,1831.0940116173363,193,1831.0940116173363
B0033,5,3.4703882503796533,-1.5284631729967968,36.45901475182768,1.302918002447558,1904.134814560562,192,1904.134814560562
B0033,6,3.453967625388434,-1.5665630077013475,36.279780573622936,1.3218773211472525,1931.8426969665313,191,1931.8426969665313
B0033,7,3.4578247593455274,-1.5273103379999617,36.16552578493363,1.2884694418301417,1883.0191286615036,190,1883.0191286615036
B0033,8,3.209334990541558,-2.081391887401403,39.93652051985124,1.713169326386719,2503.6919832885005,189,2503.6919832885005
B0033,9,3.2871463464425337,-2.031933664083695,38.25328053802186,1.6560966776720512,2420.2838047441583,188,2420.2838047441583
B0033,10,3.3197461384202485,-2.007342900413476,37.62899446299115,1.6197297341990775,2367.135745514059,187,2367.135745514059
B0033,11,3.3333097880411087,-1.9948389441406584,37.32713409422702,1.604655812282729,2345.106132400288,186,2345.106132400288
B0033,12,3.335992217657965,-1.994851949410258,37.40237649452651,1.6255699769029337,2375.670902321322,185,2375.670902321322
B0033,13,3.3499333575510475,-1.9821032756925434,36.995742754141574,1.5900967306245992,2323.8289267732284,184,2323.8289267732284
B0033,14,3.352100511151755,-1.9816298756157713,36.85780455256667,1.5739402299623984,2300.21719116548,183,2300.21719116548
B0033,15,3.364435103530164,-1.9691328896327156,36.6450177655176,1.5711303351557309,2296.1107021027933,182,2296.1107021027933
B0033,16,3.3619403221625435,-1.9747683237565228,37.06472736671567,1.5897706153457416,2323.3523292783234,181,2323.3523292783234
B0033,17,3.3654741602580085,-1.9682317715937605,37.66051476409482,1.6257378771074,2375.9162781808127,180,2375.9162781808127
B0033,18,3.3663272801721305,-1.9814766540711188,38.32310986221148,1.6523506333962537,2414.8091906018776,179,2414.8091906018776
B0033,19,3.377217174172977,-1.9615148467447636,37.01126182016034,1.6143816761595386,2359.3198864314104,178,2359.3198864314104
B0033,20,3.380792043459977,-1.9543536128625176,36.45751890099188,1.58697453394504,2319.2660276619367,177,2319.2660276619367
B0033,21,3.379892729676732,-1.9543735971035472,36.245832392874156,1.5818355572787333,2311.755728193246,176,2311.755728193246
B0033,22,3.3335163148815434,-2.008024980015611,38.88044910257506,1.6919769406371152,2472.7206102369246,175,2472.7206102369246
B0033,23,3.35231211831231,-1.9876053283446151,37.68662439550755,1.6879483800354476,2466.8331157976795,174,2466.8331157976795
B0033,24,3.359089419531549,-1.9736296482799287,37.02885798715912,1.6586223007531458,2423.9748481007896,173,2423.9748481007896
B0033,25,3.3667293867076395,-1.9603089116784294,36.84829116229335,1.6420179032789863,2399.7085387505813,172,2399.7085387505813
B0033,26,3.376711639438572,-1.946637400827973,36.78338270641005,1.6381810791118743,2394.101255360359,171,2394.101255360359
B0033,27,3.367781888938211,-1.959191352221616,37.1454352740502,1.6422892507912386,2400.1050965108957,170,2400.1050965108957
B0033,28,3.372839244866595,-1.9525734623288529,37.43950673452506,1.651270876264092,2413.2311917233933,169,2413.2311917233933
B0033,29,3.374002354868022,-1.9519388696631121,37.21232307005263,1.6326559297917211,2386.0265882236813,168,2386.0265882236813
B0033,30,3.372312698394194,-1.944321269342409,36.823942592131566,1.6260888111680731,2376.429146804385,167,2376.429146804385
B0033,31,3.3827767161652114,-1.9306892906025632,36.46405070511895,1.6079292963823688,2349.890128804763,166,2349.890128804763
B0033,32,3.375532247108578,-1.9434335891264498,36.76266900330653,1.6125361114907395,2356.6227067686978,165,2356.6227067686978
B0033,33,3.3809635204151607,-1.9370016811131343,37.105629207043215,1.6218384168987892,2370.217456054431,164,2370.217456054431
B0033,34,3.3849609857132434,-1.9294565493698395,36.92446822577901,1.6145443029101134,2359.5575554612083,163,2359.5575554612083
B0033,35,3.3815674619499325,-1.9282533581562031,36.60695698382364,1.5953958917107596,2331.5733259550398,162,2331.5733259550398
B0033,36,3.3851857877548657,-1.9211152251549157,36.55039143131212,1.5877243027113057,2320.3617687661617,161,2320.3617687661617
B0033,37,3.3864604240259375,-1.9205487390114635,36.5823314777477,1.5811840578305605,2310.8036016752285,160,2310.8036016752285
B0033,38,3.38478424054856,-1.928157401644312,38.03675863150647,1.6128422608267754,2357.070125261731,159,2357.070125261731
B0033,39,3.382889233805488,-1.9349668442210473,38.760697217070216,1.61998606328022,2367.510354757673,158,2367.510354757673
B0033,40,3.3844125991586744,-1.9341884259387427,38.235160610115415,1.6099381853611876,2352.825996937654,157,2352.825996937654
B0033,41,3.3857968945581733,-1.9188525560254726,37.20770413073148,1.5770977539565159,2304.831718982054,156,2304.831718982054
B0033,42,3.3829095031701564,-1.9177244980858124,36.9160184906247,1.5708599066554392,2295.7154874221396,155,2295.7154874221396
B0033,43,3.3669463001908233,-1.955575681668958,38.272310782775065,1.6261581345348248,2376.5304586565862,154,2376.5304586565862
B0033,44,3.3716190861386144,-1.9478198159800646,39.10342018909909,1.6348129972245726,2389.1790100864014,153,2389.1790100864014
B0033,45,3.383250579221141,-1.9259112286553692,38.33805950325132,1.6117053637342613,2355.4086198328687,152,2355.4086198328687
B0033,46,3.3541040884435995,-2.003289552090588,40.78203629126505,1.8851401699720662,2755.0168323926473,151,2755.0168323926473
B0033,47,3.363721350351351,-1.9793333607509414,38.52395699562303,1.6584957887780232,2423.789958602113,150,2423.789958602113
B0033,48,3.366918878823245,-1.9635759174250933,37.84185542205372,1.62418934644937,2373.653195521865,149,2373.653195521865
B0033,49,3.376033697850269,-1.9412525646606564,37.464100471383695,1.6041720988563641,2344.3992148708035,148,2344.3992148708035
B0033,50,3.3722882262741316,-1.9409306611824064,38.110532137074216,1.6080016740907346,2349.9959043900562,147,2349.9959043900562
B0033,51,3.371464716917886,-1.948285830860844,39.04860411133125,1.6256752138435595,2375.824699660868,146,2375.824699660868
B0033,52,3.3745591325938995,-1.9406336588697692,38.882226863166906,1.617632765910718,2364.0711548679906,145,2364.0711548679906
B0033,53,3.3793714907223658,-1.9251256018615566,38.10273900805949,1.5973191489094263,2334.3840484889647,144,2334.3840484889647
B0033,54,3.3812950636091506,-1.9170834321948271,37.91537679971282,1.5875852250170606,2320.158515239045,143,2320.158515239045
B0033,55,3.382171233915879,-1.9091378265076395,37.92480929373238,1.5802530015403684,2309.44291996453,142,2309.44291996453
B0033,56,3.3795623822599756,-1.9160969808869277,38.34698157796738,1.583036530487776,2313.510876939673,141,2313.510876939673
B0033,57,3.37961009118628,-1.9162480832673106,39.30988108210959,1.6027138832797037,2342.2681221685475,140,2342.2681221685475
B0033,58,3.384287544034087,-1.9085281127715084,38.964980792259276,1.5930709154513834,2328.1755156322197,139,2328.1755156322197
B0033,59,3.3822784871834886,-1.8916136445674485,37.72135386687406,1.5448888685020246,2257.760406729955,138,2257.760406729955
B0033,60,3.3814602813053565,-1.8905533567609432,37.45856152891539,1.5352188565640517,2243.628276884699,137,2243.628276884699
B0033,61,3.382560441964418,-1.8823068188002856,37.2659552140469,1.5252677314227332,2229.085317320061,136,2229.085317320061
B0033,62,3.3801788533503028,-1.8905479396562952,38.74887799470947,1.5559492005453626,2273.92440420697,135,2273.92440420697
B0033,63,3.3800922874688264,-1.8980856969312407,39.69321386954275,1.5648029438427147,2286.8636074569063,134,2286.8636074569063
B0033,64,3.382133740383054,-1.8896314109891985,38.99544744527789,1.5518620461881205,2267.951278584722,133,2267.951278584722
B0033,65,3.3814913105388644,-1.872743521398214,37.746988287643894,1.5144550545105004,2213.2832526402417,132,2213.2832526402417
B0033,66,3.3819655060503893,-1.8642972903813007,37.50735630364932,1.5051936202146428,2199.7482339802955,131,2199.7482339802955
B0033,67,3.329913840594753,-1.959422143897036,38.883555668352116,1.605823969917045,2346.813323195271,130,2346.813323195271
B0033,68,3.3467196974403497,-1.9438219079216,39.70651744278487,1.6249005195877049,2374.692531481104,129,2374.692531481104
B0033,69,3.366597142576843,-1.9207619197190013,38.69688917568081,1.589785130036615,2323.373541609539,128,2323.373541609539
B0033,70,3.3665010841717966,-1.9034234318764343,37.93115370815918,1.5552386152299904,2272.885927314968,127,2272.885927314968
B0033,71,3.3683893640779714,-1.8953087437661214,37.670702628979534,1.539756404636803,2250.25962532093,126,2250.25962532093
B0033,72,3.3686183095745217,-1.8860721599248624,37.48833504505954,1.5293174002138357,2235.003660084604,125,2235.003660084604
B0033,73,3.3619229093944987,-1.9022031487355253,39.01194436489727,1.547680553576876,2261.8402833855293,124,2261.8402833855293
B0033,74,3.362373596039391,-1.902560854268258,39.95408175672587,1.5659920939439786,2288.601477455864,123,2288.601477455864
B0033,75,3.368466070250841,-1.8857964938998257,38.629206981182826,1.5416252851780505,2252.990879702372,122,2252.990879702372
B0033,76,3.36347185491077,-1.8764237604426466,37.93003488357471,1.517590655990168,2217.8657420454124,121,2217.8657420454124
B0033,77,3.363235953553388,-1.8755057458521922,37.62158369702063,1.5075202042593092,2203.1483939827885,120,2203.1483939827885
B0033,78,3.3583847581016526,-1.8746252042601181,37.78621151878811,1.49549282626034,2185.571118104571,119,2185.571118104571
B0033,79,3.3645795285682984,-1.866968412651517,37.780545613375104,1.4997618811573148,2191.810080218326,118,2191.810080218326
B0033,80,3.3647328172276567,-1.8579558703430965,37.48831223397221,1.4906966807803954,2178.5618454052114,117,2178.5618454052114
B0033,81,3.360281651978189,-1.8652023718774091,37.84650784146758,1.4800999425051866,2163.0753618101517,116,2163.0753618101517
B0033,82,3.3661837656093314,-1.856568813720333,37.50067380952265,1.4676091496100632,2144.8208334604083,115,2144.8208334604083
B0033,83,3.369029139242048,-1.8482708540348456,37.46771056598812,1.4729818491920503,2152.672704647251,114,2152.672704647251
B0033,84,3.3652385724141607,-1.847975231148244,37.59818541161091,1.4742872137206404,2154.58041490984,113,2154.58041490984
B0033,85,3.3618926452165643,-1.8544013778989676,37.701434924362204,1.4635162808346138,2138.839356566144,112,2138.839356566144
B0033,86,3.363675541904795,-1.8463602302715172,37.53461374251148,1.4527095680488362,2123.0460080916428,111,2123.0460080916428
B0033,87,3.359060505999303,-1.8534144162144512,37.84394106488913,1.4557303847230247,2127.460746537901,110,2127.460746537901
B0033,88,3.3651551542737717,-1.8376882337108682,37.62240216799661,1.459740099618568,2133.3206991325565,109,2133.3206991325565
B0033,89,3.3585848303538435,-1.8440924557115652,37.85402355267617,1.448711504158192,2117.203082726645,108,2117.203082726645
B0033,90,3.35905242705326,-1.8441168780731472,38.470904652851125,1.4666759762884336,2143.4570578380008,107,2143.4570578380008
B0033,91,3.362682403709533,-1.8444990382739714,39.05355467673962,1.4689502109504418,2146.780712425838,106,2146.780712425838
B0033,92,3.3650098815184712,-1.8447179134276697,39.44221992740732,1.471116588522042,2149.946740485791,105,2149.946740485791
B0033,93,3.3557747858772635,-1.842164817595224,38.22999069332894,1.4473012364654927,2115.142062918434,104,2115.142062918434
B0033,94,3.3539193468726696,-1.8405597937226963,37.758104647901995,1.4205315547561643,2076.0198136121207,103,2076.0198136121207
B0033,95,3.3605316490849235,-1.8322958668074303,37.428049618035296,1.4241466094817417,2081.3029945541157,102,2081.3029945541157
B0033,96,3.3547493929832592,-1.8406157622829122,38.5029228575476,1.4412820083364295,2106.3453298808977,101,2106.3453298808977
B0033,97,3.3635996156389574,-1.8326291343034717,38.83348222581879,1.4448965388921615,2111.6277447807865,100,2111.6277447807865
B0033,98,3.3569917985687048,-1.8392992395990233,39.052180409304285,1.4540256354795746,2124.969359989821,99,2124.969359989821
B0033,99,3.356737655890981,-1.8297056790119524,38.021927947894824,1.4226030447542912,2079.047169298386,98,2079.047169298386
B0033,100,3.3595402684946825,-1.820934982680164,37.73309166360951,1.410196954589097,2060.916428797643,97,2060.916428797643
B0033,101,3.3577795891012125,-1.8285914763057718,37.88253804875795,1.4144881298999457,2067.1877185406815,96,2067.1877185406815
B0033,102,3.3555412354678467,-1.837054902454502,39.09683297382756,1.431360032946153,2091.8449708910393,95,2091.8449708910393
B0033,103,3.3594857050424136,-1.837816023009627,39.85321278395099,1.4515133236517528,2121.297770214101,94,2121.297770214101
B0033,104,3.358051208135682,-1.8280312164109505,39.04623892631281,1.4230376757726733,2079.6823558964948,93,2079.6823558964948
B0033,105,3.3644871236228617,-1.8096060815655475,37.820538353520355,1.396298696255913,2040.6049759631137,92,2040.6049759631137
B0033,106,3.361244790495099,-1.8091575935883184,37.73310595477053,1.3979060730399124,2042.9540586289302,91,2042.9540586289302
B0033,107,3.35671886762914,-1.8167109753774657,38.006666099531806,1.4011347560096767,2047.6725809276154,90,2047.6725809276154
B0033,108,3.359022917654344,-1.8264479842957801,39.784628994566496,1.436782528945267,2099.769616489866,89,2099.769616489866
B0033,109,3.360671828990881,-1.8267902000568095,40.35944876635067,1.4370006879546382,2100.088442512742,88,2100.088442512742
B0033,110,3.358394883350331,-1.8243917057977057,39.40096297699252,1.410355528453481,2061.1481747826438,87,2061.1481747826438
B0033,111,3.3625185980231946,-1.8064502971208865,38.23202468655914,1.382633397996189,2020.633979999581,86,2020.633979999581
B0033,112,3.352730063565273,-1.813345064617239,38.186119358463095,1.3699403583067564,2002.083880354135,85,2002.083880354135
B0033,113,3.348905668243179,-1.8127387092209186,38.7565059715467,1.3786129327882322,2014.7583164821388,84,2014.7583164821388
B0033,114,3.457384162912773,-1.5628707519379117,39.21824541685028,1.8035959863147193,2635.8450052053686,83,2635.8450052053686
B0033,115,3.376673863925851,-1.7979194894124642,39.05310062274121,1.4234424290662009,2080.273878030709,82,2080.273878030709
B0033,116,3.373391130621014,-1.7963463690245949,38.41375319607374,1.3946003892958663,2038.1230044174288,81,2038.1230044174288
B0033,117,3.364186626496377,-1.8032850146688266,38.46902673499884,1.3961613987822286,2040.4043241192508,80,2040.4043241192508
B0033,118,3.358003989298615,-1.8108049336910572,38.5100324254832,1.384968608315797,2024.0467467742621,79,2024.0467467742621
B0033,119,3.36155800725267,-1.8013083911049832,38.40063671961678,1.3715114742475478,2004.3799700197567,78,2004.3799700197567
B0033,120,3.3646263159375533,-1.7919918693222388,38.39044541549165,1.3616865084879255,1990.021384660111,77,1990.021384660111
B0033,121,3.360892538206702,-1.7916249952930718,38.413629652125955,1.3796301360966086,2016.2448967806129,76,2016.2448967806129
B0033,122,3.3571675251434945,-1.798733884420521,38.44024987650422,1.364231776003204,1993.7411371534433,75,1993.7411371534433
B0033,123,3.3650892446963074,-1.7887872050368798,38.18714693456589,1.3418414512081456,1961.0190495995835,74,1961.0190495995835
B0033,124,3.363027417163423,-1.7888403713952685,38.18649962226669,1.3552215695792247,1980.5732726323856,73,1980.5732726323856
B0033,125,3.3583632498611675,-1.7886164084551721,38.536213089297746,1.3403860264029774,1958.892035438838,72,1958.892035438838
B0033,126,3.3574236498195957,-1.7964130441048565,38.552272664006516,1.3594078914195438,1986.6913254539238,71,1986.6913254539238
B0033,127,3.360766302094452,-1.787019212781781,38.45551116751203,1.3457100861355502,1966.6728224665312,70,1966.6728224665312
B0033,128,3.3594711162840047,-1.78684609892111,38.45383838785278,1.3477611420854358,1969.670315043541,69,1969.670315043541
B0033,129,3.352476127724087,-1.7942781727538535,38.59571101696619,1.335482103134067,1951.7252521057926,68,1951.7252521057926
B0033,130,3.3599659156305464,-1.7787288593777348,39.84838963202564,1.353154941842234,1977.5530228427992,67,1977.5530228427992
B0033,131,3.352934086228004,-1.7963772790558135,40.8588418858713,1.3709677706044292,2003.585380464834,66,2003.585380464834
B0033,132,3.343287590707508,-1.805219032161489,40.645674557350794,1.357426672491866,1983.7958954050866,65,1983.7958954050866
B0033,133,3.3304566806630636,-1.8050690579203057,40.22816795562337,1.3443678821106904,1964.7112735377593,64,1964.7112735377593
B0033,134,3.320924665615561,-1.8114911161465173,40.06014962782639,1.33005823859453,1943.7986064690056,63,1943.7986064690056
B0033,135,3.340032080385694,-1.8025216435721638,40.062941403566036,1.4033641858066626,2050.9307559509743,62,2050.9307559509743
B0033,136,3.365998712772332,-1.7876356209052575,40.262388264621016,1.3865570950229378,2026.36822275038,61,2026.36822275038
B0033,137,3.3457011047959266,-1.7957587291291346,39.997401224885536,1.3704138176872631,2002.7758122239916,60,2002.7758122239916
B0033,138,3.346323103330572,-1.7944892722865402,39.574089613864224,1.325319393635713,1936.873074969757,59,1936.873074969757
B0033,139,3.5025083166259967,-1.3524928232333502,35.98333032061264,0.8439684993200656,1233.4082412929522,58,1233.4082412929522
B0033,140,3.8878704029237765,-0.40980761010481126,30.119688488829738,0.29866180371583506,436.4759234015298,57,436.4759234015298
B0033,141,3.9545425965879493,-0.326358504964012,30.940513967139797,0.2344867974702557,342.6880845756805,56,342.6880845756805
B0033,142,3.987610232479158,-0.27160058588744834,31.002948619577534,0.20256330380725823,296.03385493733947,55,296.03385493733947
B0033,143,3.9673029925231815,-0.31706142589910496,30.353188245577265,0.23531995654070248,343.90569549910344,54,343.90569549910344
B0033,144,3.949305726224602,-0.33378469731868937,29.92194766382464,0.23550427837482876,344.17507056398415,53,344.17507056398415
B0033,145,3.7530265184592335,-0.6350119541631207,32.39035931572692,0.4304242256752923,629.0386283703101,52,629.0386283703101
B0033,146,3.7437278161410794,-0.6479270209581071,32.954165794905116,0.46436333202696434,678.6385524314509,51,678.6385524314509
